Vivienda,Salud,Transporte,Educacion,Alimento,Autocuidado,Ingreso_fijo,Clase,id,Fecha,Gasto_var_necesario,Gasto_var_innecesario,Ingreso_variable,Total Out,Total In,Balance
1648,928,433,271,4676,799,9711,Baja,96,2023-09-30,161,167,944,9083,10655,1572
3109,1817,1357,512,4430,1461,16953,Media-Baja,97,2023-09-30,296,595,5075,13577,22028,8451
1383,847,411,210,3700,670,10244,Baja,98,2023-09-30,167,194,818,7582,11062,3480
3187,1692,1150,592,5672,1491,17774,Media-Baja,99,2023-09-30,337,687,5376,14808,23150,8342
4483,3214,2176,1209,6865,2848,28868,Media-Alta,0,2023-10-31,581,936,8213,22312,37081,14769
1340,967,464,203,4190,682,8389,Baja,1,2023-10-31,177,191,947,8214,9336,1122
3144,1556,995,625,5690,1392,16474,Media-Baja,2,2023-10-31,313,605,4597,14320,21071,6751
4802,3002,2567,1215,5401,3412,37489,Media-Alta,3,2023-10-31,579,960,8227,21938,45716,23778
1541,947,359,201,3714,686,11385,Baja,4,2023-10-31,179,177,902,7804,12287,4483
3121,1938,1226,570,4867,1459,17378,Media-Baja,5,2023-10-31,256,674,4344,14111,21722,7611
2804,1750,1079,524,5620,1892,18170,Media-Baja,6,2023-10-31,277,566,5167,14512,23337,8825
5197,4521,3387,2558,9859,5255,97334,Alta,7,2023-10-31,5899,5182,15510,41858,112844,70986
4910,2979,2933,1267,8687,3085,37345,Media-Alta,8,2023-10-31,687,917,7382,25465,44727,19262
5194,3744,3720,2323,9526,5124,89084,Alta,9,2023-10-31,4849,5269,17907,39749,106991,67242
3024,1678,1386,677,5992,1527,19740,Media-Baja,10,2023-10-31,286,663,5232,15233,24972,9739
2640,1811,1372,561,5814,1555,16812,Media-Baja,11,2023-10-31,301,572,4833,14626,21645,7019
3327,1819,1226,698,6093,1593,18256,Media-Baja,12,2023-10-31,275,508,6367,15539,24623,9084
4510,3929,2553,1184,6260,3065,39441,Media-Alta,13,2023-10-31,638,953,8110,23092,47551,24459
3139,1845,1097,550,6196,1515,15707,Media-Baja,14,2023-10-31,293,570,4521,15205,20228,5023
1579,681,455,229,4648,729,8536,Baja,15,2023-10-31,161,189,964,8671,9500,829
2753,1752,1288,677,6208,1563,16548,Media-Baja,16,2023-10-31,391,525,4755,15157,21303,6146
3138,1858,1089,625,5168,1324,17896,Media-Baja,17,2023-10-31,258,638,5166,14098,23062,8964
3379,1638,1030,537,4869,1280,20133,Media-Baja,18,2023-10-31,314,516,5974,13563,26107,12544
3267,1686,1135,591,6255,1514,17828,Media-Baja,19,2023-10-31,317,550,5019,15315,22847,7532
2924,1614,986,608,5350,1486,20302,Media-Baja,20,2023-10-31,282,503,5700,13753,26002,12249
4295,3252,2347,1364,6506,3388,33499,Media-Alta,21,2023-10-31,545,788,7434,22485,40933,18448
5318,4280,2392,1116,5572,3767,40793,Media-Alta,22,2023-10-31,544,825,7525,23814,48318,24504
2674,1619,1229,589,5382,1881,19674,Media-Baja,23,2023-10-31,269,661,5750,14304,25424,11120
1619,955,430,195,3674,634,9841,Baja,24,2023-10-31,155,186,767,7848,10608,2760
6557,5321,4433,1878,10719,5617,72411,Alta,25,2023-10-31,5113,5416,19489,45054,91900,46846
4816,3590,2786,1384,6748,3127,32629,Media-Alta,26,2023-10-31,573,795,9995,23819,42624,18805
1632,932,418,259,3620,744,9347,Baja,27,2023-10-31,145,161,747,7911,10094,2183
4673,3297,2305,1147,6690,3201,44571,Media-Alta,28,2023-10-31,687,1032,8580,23032,53151,30119
1375,818,412,260,4297,794,10196,Baja,29,2023-10-31,171,193,728,8320,10924,2604
2863,1686,1239,512,4674,1747,18662,Media-Baja,30,2023-10-31,310,580,5106,13611,23768,10157
3924,4183,2282,1322,7220,2941,33308,Media-Alta,31,2023-10-31,664,857,7672,23393,40980,17587
1718,960,426,272,4536,613,9280,Baja,32,2023-10-31,185,206,828,8916,10108,1192
6425,5225,3534,2024,10345,5082,71620,Alta,33,2023-10-31,6405,5804,20588,44844,92208,47364
2571,1844,1174,583,3963,1172,19342,Media-Baja,34,2023-10-31,292,598,4810,12197,24152,11955
2955,1978,1244,534,5338,1168,17681,Media-Baja,35,2023-10-31,295,561,4839,14073,22520,8447
2941,1791,968,645,4268,1458,17959,Media-Baja,36,2023-10-31,306,592,4993,12969,22952,9983
2930,1513,1247,688,5215,1508,18258,Media-Baja,37,2023-10-31,329,558,4605,13988,22863,8875
2544,1931,1074,507,5953,1566,17673,Media-Baja,38,2023-10-31,304,568,4295,14447,21968,7521
7364,5052,3483,2300,9560,4486,88948,Alta,39,2023-10-31,5612,4834,12899,42691,101847,59156
5546,3715,4192,1997,10640,4975,83884,Alta,40,2023-10-31,5997,4591,16286,41653,100170,58517
6140,4767,3465,2257,12219,4774,80468,Alta,41,2023-10-31,5619,4967,20354,44208,100822,56614
4631,2996,2378,1393,6170,2737,35663,Media-Alta,42,2023-10-31,544,936,8496,21785,44159,22374
6510,4774,3659,2222,8872,4447,94901,Alta,43,2023-10-31,5391,4991,15194,40866,110095,69229
7468,5099,4636,1913,10089,4994,78206,Alta,44,2023-10-31,5265,5025,18972,44489,97178,52689
4053,3213,2116,1053,6930,3037,35307,Media-Alta,45,2023-10-31,675,961,6912,22038,42219,20181
4213,3303,2184,1497,6266,2925,33114,Media-Alta,46,2023-10-31,721,667,9134,21776,42248,20472
2793,1758,1215,556,5006,1663,17726,Media-Baja,47,2023-10-31,293,627,5200,13911,22926,9015
2699,1672,1282,617,4707,1311,17175,Media-Baja,48,2023-10-31,294,532,4107,13114,21282,8168
3180,2038,941,480,6115,1773,18621,Media-Baja,49,2023-10-31,274,566,4186,15367,22807,7440
3138,2097,1039,567,5905,1484,19791,Media-Baja,50,2023-10-31,296,570,5656,15096,25447,10351
1550,877,363,229,3972,681,10596,Baja,51,2023-10-31,147,186,664,8005,11260,3255
4404,3571,2219,1012,5723,2979,39592,Media-Alta,52,2023-10-31,657,809,9160,21374,48752,27378
1537,998,399,209,4030,759,9845,Baja,53,2023-10-31,188,189,861,8309,10706,2397
4896,3184,2586,1291,8108,2562,35904,Media-Alta,54,2023-10-31,532,788,8125,23947,44029,20082
3044,1821,1117,631,4624,1544,19680,Media-Baja,55,2023-10-31,277,671,4763,13729,24443,10714
1555,795,405,276,4177,717,10002,Baja,56,2023-10-31,182,179,877,8286,10879,2593
3007,2019,1227,509,4887,1178,17376,Media-Baja,57,2023-10-31,269,539,4722,13635,22098,8463
2774,2202,1122,579,5426,1495,19395,Media-Baja,58,2023-10-31,322,539,4499,14459,23894,9435
3719,2970,2446,1111,5809,2985,37559,Media-Alta,59,2023-10-31,568,821,7238,20429,44797,24368
2930,1739,1232,802,5415,1416,17555,Media-Baja,60,2023-10-31,340,613,4877,14487,22432,7945
2412,1821,1446,716,5272,1353,16786,Media-Baja,61,2023-10-31,288,592,3984,13900,20770,6870
3984,3540,2297,1288,6779,2768,31104,Media-Alta,62,2023-10-31,566,965,8355,22187,39459,17272
2982,1859,1250,610,6265,1560,16978,Media-Baja,63,2023-10-31,324,685,5293,15535,22271,6736
4338,3141,2045,1077,6116,3227,28781,Media-Alta,64,2023-10-31,578,802,8048,21324,36829,15505
5499,3358,2818,1137,7987,2369,36860,Media-Alta,65,2023-10-31,550,776,7528,24494,44388,19894
4016,3558,2347,1190,5783,3320,37181,Media-Alta,66,2023-10-31,575,863,8297,21652,45478,23826
5087,3755,2651,1245,7351,2723,33611,Media-Alta,67,2023-10-31,651,799,8386,24262,41997,17735
1452,855,397,242,4719,760,10857,Baja,69,2023-10-31,187,181,891,8793,11748,2955
2965,2059,1335,596,5029,1685,15767,Media-Baja,70,2023-10-31,347,631,4567,14647,20334,5687
6128,4643,3785,2360,9121,4008,75781,Alta,71,2023-10-31,7004,5089,17294,42138,93075,50937
1505,1036,399,247,4012,760,10174,Baja,72,2023-10-31,185,198,854,8342,11028,2686
1637,881,506,250,4458,724,10015,Baja,73,2023-10-31,176,197,881,8829,10896,2067
2856,1632,1287,611,5322,1031,17108,Media-Baja,74,2023-10-31,330,603,4924,13672,22032,8360
4783,2618,2544,973,6946,3273,33695,Media-Alta,75,2023-10-31,570,973,8846,22680,42541,19861
3199,1907,1187,548,4938,1283,17167,Media-Baja,76,2023-10-31,314,649,4361,14025,21528,7503
3071,1785,1180,611,6005,1690,16648,Media-Baja,77,2023-10-31,278,643,4867,15263,21515,6252
4017,3668,2612,1093,6974,2827,33842,Media-Alta,79,2023-10-31,633,885,8354,22709,42196,19487
4641,3036,2049,1393,5766,2794,39001,Media-Alta,80,2023-10-31,653,845,8726,21177,47727,26550
2988,1847,1151,526,5393,1545,19631,Media-Baja,81,2023-10-31,334,697,5148,14481,24779,10298
1306,1038,426,265,4183,617,10638,Baja,82,2023-10-31,163,187,787,8185,11425,3240
1595,1001,483,251,3483,653,9934,Baja,83,2023-10-31,206,180,837,7852,10771,2919
2975,1645,1240,587,5473,1574,16905,Media-Baja,84,2023-10-31,319,544,4819,14357,21724,7367
1420,894,521,233,4234,842,9052,Baja,85,2023-10-31,153,197,744,8494,9796,1302
1573,685,390,222,4493,817,9508,Baja,86,2023-10-31,199,170,858,8549,10366,1817
3546,1737,1151,589,5340,1593,15702,Media-Baja,87,2023-10-31,326,585,4624,14867,20326,5459
2752,2082,1174,521,6260,1485,16849,Media-Baja,88,2023-10-31,292,568,4498,15134,21347,6213
1346,1043,376,241,3859,881,9751,Baja,89,2023-10-31,175,158,790,8079,10541,2462
1396,967,383,272,4004,676,8109,Baja,90,2023-10-31,203,197,849,8098,8958,860
3089,1461,1289,593,5521,1198,17090,Media-Baja,91,2023-10-31,341,683,5311,14175,22401,8226
4150,3451,2781,1407,6634,3089,36538,Media-Alta,92,2023-10-31,568,896,8292,22976,44830,21854
3029,1994,1215,675,6639,1470,17538,Media-Baja,93,2023-10-31,317,716,4795,16055,22333,6278
2895,1812,1372,640,5360,1571,16219,Media-Baja,94,2023-10-31,274,533,4283,14457,20502,6045
3856,1722,1193,651,5517,1773,20809,Media-Baja,95,2023-10-31,313,649,5339,15674,26148,10474
1648,928,433,271,4676,799,9711,Baja,96,2023-10-31,174,170,645,9099,10356,1257
3109,1817,1357,512,4430,1461,16953,Media-Baja,97,2023-10-31,292,611,5935,13589,22888,9299
1383,847,411,210,3700,670,10244,Baja,98,2023-10-31,158,194,892,7573,11136,3563
3187,1692,1150,592,5672,1491,17774,Media-Baja,99,2023-10-31,345,745,5212,14874,22986,8112
4483,3214,2176,1209,6865,2848,28868,Media-Alta,0,2023-11-30,656,833,7938,22284,36806,14522
1340,967,464,203,4190,682,8389,Baja,1,2023-11-30,175,199,944,8220,9333,1113
3144,1556,995,625,5690,1392,16474,Media-Baja,2,2023-11-30,355,545,4956,14302,21430,7128
4802,3002,2567,1215,5401,3412,37489,Media-Alta,3,2023-11-30,673,903,7347,21975,44836,22861
1541,947,359,201,3714,686,11385,Baja,4,2023-11-30,173,194,806,7815,12191,4376
3121,1938,1226,570,4867,1459,17378,Media-Baja,5,2023-11-30,308,662,4920,14151,22298,8147
2804,1750,1079,524,5620,1892,18170,Media-Baja,6,2023-11-30,242,646,5719,14557,23889,9332
5197,4521,3387,2558,9859,5255,97334,Alta,7,2023-11-30,6373,5328,17074,42478,114408,71930
4910,2979,2933,1267,8687,3085,37345,Media-Alta,8,2023-11-30,662,866,9242,25389,46587,21198
5194,3744,3720,2323,9526,5124,89084,Alta,9,2023-11-30,6345,5623,14186,41599,103270,61671
3024,1678,1386,677,5992,1527,19740,Media-Baja,10,2023-11-30,311,638,4921,15233,24661,9428
2640,1811,1372,561,5814,1555,16812,Media-Baja,11,2023-11-30,262,598,4632,14613,21444,6831
3327,1819,1226,698,6093,1593,18256,Media-Baja,12,2023-11-30,287,611,5535,15654,23791,8137
4510,3929,2553,1184,6260,3065,39441,Media-Alta,13,2023-11-30,512,796,9048,22809,48489,25680
3139,1845,1097,550,6196,1515,15707,Media-Baja,14,2023-11-30,332,542,4903,15216,20610,5394
1579,681,455,229,4648,729,8536,Baja,15,2023-11-30,145,188,889,8654,9425,771
2753,1752,1288,677,6208,1563,16548,Media-Baja,16,2023-11-30,307,605,4520,15153,21068,5915
3138,1858,1089,625,5168,1324,17896,Media-Baja,17,2023-11-30,310,608,5131,14120,23027,8907
3379,1638,1030,537,4869,1280,20133,Media-Baja,18,2023-11-30,290,629,5151,13652,25284,11632
3267,1686,1135,591,6255,1514,17828,Media-Baja,19,2023-11-30,282,503,5704,15233,23532,8299
2924,1614,986,608,5350,1486,20302,Media-Baja,20,2023-11-30,316,443,5304,13727,25606,11879
4295,3252,2347,1364,6506,3388,33499,Media-Alta,21,2023-11-30,545,955,7524,22652,41023,18371
5318,4280,2392,1116,5572,3767,40793,Media-Alta,22,2023-11-30,554,935,7997,23934,48790,24856
2674,1619,1229,589,5382,1881,19674,Media-Baja,23,2023-11-30,301,634,4517,14309,24191,9882
1619,955,430,195,3674,634,9841,Baja,24,2023-11-30,164,206,838,7877,10679,2802
6557,5321,4433,1878,10719,5617,72411,Alta,25,2023-11-30,6533,5337,19655,46395,92066,45671
4816,3590,2786,1384,6748,3127,32629,Media-Alta,26,2023-11-30,603,928,6672,23982,39301,15319
1632,932,418,259,3620,744,9347,Baja,27,2023-11-30,171,199,759,7975,10106,2131
4673,3297,2305,1147,6690,3201,44571,Media-Alta,28,2023-11-30,567,835,7960,22715,52531,29816
1375,818,412,260,4297,794,10196,Baja,29,2023-11-30,199,176,899,8331,11095,2764
2863,1686,1239,512,4674,1747,18662,Media-Baja,30,2023-11-30,283,580,4535,13584,23197,9613
3924,4183,2282,1322,7220,2941,33308,Media-Alta,31,2023-11-30,647,952,8586,23471,41894,18423
1718,960,426,272,4536,613,9280,Baja,32,2023-11-30,195,201,783,8921,10063,1142
6425,5225,3534,2024,10345,5082,71620,Alta,33,2023-11-30,5800,5130,18904,43565,90524,46959
2571,1844,1174,583,3963,1172,19342,Media-Baja,34,2023-11-30,242,479,4058,12028,23400,11372
2955,1978,1244,534,5338,1168,17681,Media-Baja,35,2023-11-30,294,597,5492,14108,23173,9065
2941,1791,968,645,4268,1458,17959,Media-Baja,36,2023-11-30,277,519,5104,12867,23063,10196
2930,1513,1247,688,5215,1508,18258,Media-Baja,37,2023-11-30,278,568,5258,13947,23516,9569
2544,1931,1074,507,5953,1566,17673,Media-Baja,38,2023-11-30,265,568,4138,14408,21811,7403
7364,5052,3483,2300,9560,4486,88948,Alta,39,2023-11-30,6274,5816,18309,44335,107257,62922
5546,3715,4192,1997,10640,4975,83884,Alta,40,2023-11-30,4943,5451,19175,41459,103059,61600
6140,4767,3465,2257,12219,4774,80468,Alta,41,2023-11-30,5617,4365,14365,43604,94833,51229
4631,2996,2378,1393,6170,2737,35663,Media-Alta,42,2023-11-30,641,762,7303,21708,42966,21258
6510,4774,3659,2222,8872,4447,94901,Alta,43,2023-11-30,6506,5274,17442,42264,112343,70079
7468,5099,4636,1913,10089,4994,78206,Alta,44,2023-11-30,5483,5273,16974,44955,95180,50225
4053,3213,2116,1053,6930,3037,35307,Media-Alta,45,2023-11-30,595,978,9137,21975,44444,22469
4213,3303,2184,1497,6266,2925,33114,Media-Alta,46,2023-11-30,661,922,7327,21971,40441,18470
2793,1758,1215,556,5006,1663,17726,Media-Baja,47,2023-11-30,241,502,4834,13734,22560,8826
2699,1672,1282,617,4707,1311,17175,Media-Baja,48,2023-11-30,346,574,5761,13208,22936,9728
3180,2038,941,480,6115,1773,18621,Media-Baja,49,2023-11-30,335,532,4864,15394,23485,8091
3138,2097,1039,567,5905,1484,19791,Media-Baja,50,2023-11-30,341,590,4379,15161,24170,9009
1550,877,363,229,3972,681,10596,Baja,51,2023-11-30,197,176,786,8045,11382,3337
4404,3571,2219,1012,5723,2979,39592,Media-Alta,52,2023-11-30,663,926,9347,21497,48939,27442
1537,998,399,209,4030,759,9845,Baja,53,2023-11-30,171,170,712,8273,10557,2284
4896,3184,2586,1291,8108,2562,35904,Media-Alta,54,2023-11-30,616,861,7523,24104,43427,19323
3044,1821,1117,631,4624,1544,19680,Media-Baja,55,2023-11-30,307,661,4786,13749,24466,10717
1555,795,405,276,4177,717,10002,Baja,56,2023-11-30,207,165,883,8297,10885,2588
3007,2019,1227,509,4887,1178,17376,Media-Baja,57,2023-11-30,265,558,4965,13650,22341,8691
2774,2202,1122,579,5426,1495,19395,Media-Baja,58,2023-11-30,288,544,4118,14430,23513,9083
3719,2970,2446,1111,5809,2985,37559,Media-Alta,59,2023-11-30,587,929,8199,20556,45758,25202
2930,1739,1232,802,5415,1416,17555,Media-Baja,60,2023-11-30,298,697,4700,14529,22255,7726
2412,1821,1446,716,5272,1353,16786,Media-Baja,61,2023-11-30,300,592,4961,13912,21747,7835
3984,3540,2297,1288,6779,2768,31104,Media-Alta,62,2023-11-30,633,1009,7169,22298,38273,15975
2982,1859,1250,610,6265,1560,16978,Media-Baja,63,2023-11-30,294,590,4925,15410,21903,6493
4338,3141,2045,1077,6116,3227,28781,Media-Alta,64,2023-11-30,643,835,5350,21422,34131,12709
5499,3358,2818,1137,7987,2369,36860,Media-Alta,65,2023-11-30,659,905,6086,24732,42946,18214
4016,3558,2347,1190,5783,3320,37181,Media-Alta,66,2023-11-30,661,1020,8400,21895,45581,23686
5087,3755,2651,1245,7351,2723,33611,Media-Alta,67,2023-11-30,616,865,7698,24293,41309,17016
1452,855,397,242,4719,760,10857,Baja,69,2023-11-30,150,182,901,8757,11758,3001
2965,2059,1335,596,5029,1685,15767,Media-Baja,70,2023-11-30,276,569,4154,14514,19921,5407
6128,4643,3785,2360,9121,4008,75781,Alta,71,2023-11-30,5655,5487,18239,41187,94020,52833
1505,1036,399,247,4012,760,10174,Baja,72,2023-11-30,145,176,790,8280,10964,2684
1637,881,506,250,4458,724,10015,Baja,73,2023-11-30,143,161,914,8760,10929,2169
2856,1632,1287,611,5322,1031,17108,Media-Baja,74,2023-11-30,265,532,4321,13536,21429,7893
4783,2618,2544,973,6946,3273,33695,Media-Alta,75,2023-11-30,570,718,9348,22425,43043,20618
3199,1907,1187,548,4938,1283,17167,Media-Baja,76,2023-11-30,264,599,5741,13925,22908,8983
3071,1785,1180,611,6005,1690,16648,Media-Baja,77,2023-11-30,329,586,4907,15257,21555,6298
4017,3668,2612,1093,6974,2827,33842,Media-Alta,79,2023-11-30,455,798,7444,22444,41286,18842
4641,3036,2049,1393,5766,2794,39001,Media-Alta,80,2023-11-30,608,748,7219,21035,46220,25185
2988,1847,1151,526,5393,1545,19631,Media-Baja,81,2023-11-30,343,651,5232,14444,24863,10419
1306,1038,426,265,4183,617,10638,Baja,82,2023-11-30,156,177,970,8168,11608,3440
1595,1001,483,251,3483,653,9934,Baja,83,2023-11-30,141,167,836,7774,10770,2996
2975,1645,1240,587,5473,1574,16905,Media-Baja,84,2023-11-30,331,543,4777,14368,21682,7314
1420,894,521,233,4234,842,9052,Baja,85,2023-11-30,204,206,857,8554,9909,1355
1573,685,390,222,4493,817,9508,Baja,86,2023-11-30,189,168,876,8537,10384,1847
3546,1737,1151,589,5340,1593,15702,Media-Baja,87,2023-11-30,332,577,4770,14865,20472,5607
2752,2082,1174,521,6260,1485,16849,Media-Baja,88,2023-11-30,289,550,5011,15113,21860,6747
1346,1043,376,241,3859,881,9751,Baja,89,2023-11-30,194,193,760,8133,10511,2378
1396,967,383,272,4004,676,8109,Baja,90,2023-11-30,201,155,1078,8054,9187,1133
3089,1461,1289,593,5521,1198,17090,Media-Baja,91,2023-11-30,358,702,4535,14211,21625,7414
4150,3451,2781,1407,6634,3089,36538,Media-Alta,92,2023-11-30,580,914,5326,23006,41864,18858
3029,1994,1215,675,6639,1470,17538,Media-Baja,93,2023-11-30,330,637,5231,15989,22769,6780
2895,1812,1372,640,5360,1571,16219,Media-Baja,94,2023-11-30,354,550,4740,14554,20959,6405
3856,1722,1193,651,5517,1773,20809,Media-Baja,95,2023-11-30,293,564,5220,15569,26029,10460
1648,928,433,271,4676,799,9711,Baja,96,2023-11-30,167,175,869,9097,10580,1483
3109,1817,1357,512,4430,1461,16953,Media-Baja,97,2023-11-30,314,644,4280,13644,21233,7589
1383,847,411,210,3700,670,10244,Baja,98,2023-11-30,182,176,941,7579,11185,3606
3187,1692,1150,592,5672,1491,17774,Media-Baja,99,2023-11-30,268,596,5225,14648,22999,8351
4483,3214,2176,1209,6865,2848,28868,Media-Alta,0,2023-12-31,604,928,7066,22327,35934,13607
1340,967,464,203,4190,682,8389,Baja,1,2023-12-31,171,177,952,8194,9341,1147
3144,1556,995,625,5690,1392,16474,Media-Baja,2,2023-12-31,306,641,4784,14349,21258,6909
4802,3002,2567,1215,5401,3412,37489,Media-Alta,3,2023-12-31,643,860,7743,21902,45232,23330
1541,947,359,201,3714,686,11385,Baja,4,2023-12-31,174,192,891,7814,12276,4462
3121,1938,1226,570,4867,1459,17378,Media-Baja,5,2023-12-31,298,603,4697,14082,22075,7993
2804,1750,1079,524,5620,1892,18170,Media-Baja,6,2023-12-31,358,587,5347,14614,23517,8903
5197,4521,3387,2558,9859,5255,97334,Alta,7,2023-12-31,6279,5856,14634,42912,111968,69056
4910,2979,2933,1267,8687,3085,37345,Media-Alta,8,2023-12-31,634,960,8101,25455,45446,19991
5194,3744,3720,2323,9526,5124,89084,Alta,9,2023-12-31,7496,5572,18537,42699,107621,64922
3024,1678,1386,677,5992,1527,19740,Media-Baja,10,2023-12-31,284,597,5806,15165,25546,10381
2640,1811,1372,561,5814,1555,16812,Media-Baja,11,2023-12-31,304,561,4604,14618,21416,6798
3327,1819,1226,698,6093,1593,18256,Media-Baja,12,2023-12-31,282,578,4966,15616,23222,7606
4510,3929,2553,1184,6260,3065,39441,Media-Alta,13,2023-12-31,538,1013,7597,23052,47038,23986
3139,1845,1097,550,6196,1515,15707,Media-Baja,14,2023-12-31,289,569,5933,15200,21640,6440
1579,681,455,229,4648,729,8536,Baja,15,2023-12-31,207,211,796,8739,9332,593
2753,1752,1288,677,6208,1563,16548,Media-Baja,16,2023-12-31,336,539,4503,15116,21051,5935
3138,1858,1089,625,5168,1324,17896,Media-Baja,17,2023-12-31,274,626,5276,14102,23172,9070
3379,1638,1030,537,4869,1280,20133,Media-Baja,18,2023-12-31,282,595,5238,13610,25371,11761
3267,1686,1135,591,6255,1514,17828,Media-Baja,19,2023-12-31,310,570,5803,15328,23631,8303
2924,1614,986,608,5350,1486,20302,Media-Baja,20,2023-12-31,300,617,5471,13885,25773,11888
4295,3252,2347,1364,6506,3388,33499,Media-Alta,21,2023-12-31,550,994,8672,22696,42171,19475
5318,4280,2392,1116,5572,3767,40793,Media-Alta,22,2023-12-31,509,751,7236,23705,48029,24324
2674,1619,1229,589,5382,1881,19674,Media-Baja,23,2023-12-31,299,462,4813,14135,24487,10352
1619,955,430,195,3674,634,9841,Baja,24,2023-12-31,181,151,800,7839,10641,2802
6557,5321,4433,1878,10719,5617,72411,Alta,25,2023-12-31,7138,5302,15823,46965,88234,41269
4816,3590,2786,1384,6748,3127,32629,Media-Alta,26,2023-12-31,629,734,8454,23814,41083,17269
1632,932,418,259,3620,744,9347,Baja,27,2023-12-31,187,186,819,7978,10166,2188
4673,3297,2305,1147,6690,3201,44571,Media-Alta,28,2023-12-31,637,1039,7399,22989,51970,28981
1375,818,412,260,4297,794,10196,Baja,29,2023-12-31,173,169,916,8298,11112,2814
2863,1686,1239,512,4674,1747,18662,Media-Baja,30,2023-12-31,274,554,5234,13549,23896,10347
3924,4183,2282,1322,7220,2941,33308,Media-Alta,31,2023-12-31,498,922,7803,23292,41111,17819
1718,960,426,272,4536,613,9280,Baja,32,2023-12-31,156,194,665,8875,9945,1070
6425,5225,3534,2024,10345,5082,71620,Alta,33,2023-12-31,5807,5544,17313,43986,88933,44947
2571,1844,1174,583,3963,1172,19342,Media-Baja,34,2023-12-31,252,564,5236,12123,24578,12455
2955,1978,1244,534,5338,1168,17681,Media-Baja,35,2023-12-31,305,617,4872,14139,22553,8414
2941,1791,968,645,4268,1458,17959,Media-Baja,36,2023-12-31,294,626,4845,12991,22804,9813
2930,1513,1247,688,5215,1508,18258,Media-Baja,37,2023-12-31,264,558,4279,13923,22537,8614
2544,1931,1074,507,5953,1566,17673,Media-Baja,38,2023-12-31,334,605,4478,14514,22151,7637
7364,5052,3483,2300,9560,4486,88948,Alta,39,2023-12-31,5712,4896,17529,42853,106477,63624
5546,3715,4192,1997,10640,4975,83884,Alta,40,2023-12-31,6787,5251,16570,43103,100454,57351
6140,4767,3465,2257,12219,4774,80468,Alta,41,2023-12-31,6506,5596,17082,45724,97550,51826
4631,2996,2378,1393,6170,2737,35663,Media-Alta,42,2023-12-31,623,1025,8702,21953,44365,22412
6510,4774,3659,2222,8872,4447,94901,Alta,43,2023-12-31,5529,6753,17394,42766,112295,69529
7468,5099,4636,1913,10089,4994,78206,Alta,44,2023-12-31,5648,5334,20290,45181,98496,53315
4053,3213,2116,1053,6930,3037,35307,Media-Alta,45,2023-12-31,674,932,8101,22008,43408,21400
4213,3303,2184,1497,6266,2925,33114,Media-Alta,46,2023-12-31,515,687,6440,21590,39554,17964
2793,1758,1215,556,5006,1663,17726,Media-Baja,47,2023-12-31,331,665,4355,13987,22081,8094
2699,1672,1282,617,4707,1311,17175,Media-Baja,48,2023-12-31,326,569,5291,13183,22466,9283
3180,2038,941,480,6115,1773,18621,Media-Baja,49,2023-12-31,342,542,5646,15411,24267,8856
3138,2097,1039,567,5905,1484,19791,Media-Baja,50,2023-12-31,292,575,4707,15097,24498,9401
1550,877,363,229,3972,681,10596,Baja,51,2023-12-31,183,170,840,8025,11436,3411
4404,3571,2219,1012,5723,2979,39592,Media-Alta,52,2023-12-31,581,1038,8177,21527,47769,26242
1537,998,399,209,4030,759,9845,Baja,53,2023-12-31,209,174,848,8315,10693,2378
4896,3184,2586,1291,8108,2562,35904,Media-Alta,54,2023-12-31,595,845,7639,24067,43543,19476
3044,1821,1117,631,4624,1544,19680,Media-Baja,55,2023-12-31,296,573,4970,13650,24650,11000
1555,795,405,276,4177,717,10002,Baja,56,2023-12-31,187,170,888,8282,10890,2608
3007,2019,1227,509,4887,1178,17376,Media-Baja,57,2023-12-31,256,577,4714,13660,22090,8430
2774,2202,1122,579,5426,1495,19395,Media-Baja,58,2023-12-31,284,560,4890,14442,24285,9843
3719,2970,2446,1111,5809,2985,37559,Media-Alta,59,2023-12-31,609,858,8940,20507,46499,25992
2930,1739,1232,802,5415,1416,17555,Media-Baja,60,2023-12-31,276,638,3865,14448,21420,6972
2412,1821,1446,716,5272,1353,16786,Media-Baja,61,2023-12-31,292,572,4949,13884,21735,7851
3984,3540,2297,1288,6779,2768,31104,Media-Alta,62,2023-12-31,664,879,6762,22199,37866,15667
2982,1859,1250,610,6265,1560,16978,Media-Baja,63,2023-12-31,274,591,4967,15391,21945,6554
4338,3141,2045,1077,6116,3227,28781,Media-Alta,64,2023-12-31,739,923,8366,21606,37147,15541
5499,3358,2818,1137,7987,2369,36860,Media-Alta,65,2023-12-31,585,901,8373,24654,45233,20579
4016,3558,2347,1190,5783,3320,37181,Media-Alta,66,2023-12-31,607,979,8462,21800,45643,23843
5087,3755,2651,1245,7351,2723,33611,Media-Alta,67,2023-12-31,621,934,8672,24367,42283,17916
1452,855,397,242,4719,760,10857,Baja,69,2023-12-31,167,162,838,8754,11695,2941
2965,2059,1335,596,5029,1685,15767,Media-Baja,70,2023-12-31,306,528,4293,14503,20060,5557
6128,4643,3785,2360,9121,4008,75781,Alta,71,2023-12-31,6124,5346,16276,41515,92057,50542
1505,1036,399,247,4012,760,10174,Baja,72,2023-12-31,171,175,845,8305,11019,2714
1637,881,506,250,4458,724,10015,Baja,73,2023-12-31,146,189,822,8791,10837,2046
